"brand","product","product_type","ingredient","p_id","i_id","n_ingre","n_product","mp_count","mp_percent"
"Zwitsal","Natural Baby Hair Lotion 200 ml","Baby Care","PEG-40 Hydrogenated Castor Oil",276,56,2,146,21,0.143835616438356
"Zwitsal","Natural Baby Hair Lotion 200 ml","Baby Care","Trideceth-9",276,103,2,146,21,0.143835616438356
"Zwitsal","Extra Sensitive Skin Body Lotion 200 ml","Baby Care","Carbomer",172,12,2,146,21,0.143835616438356
"Zwitsal","Extra Sensitive Skin Body Lotion 200 ml","Baby Care","Dimethicone",172,23,2,146,21,0.143835616438356
"Zwitsal","Billendoekjes Babydoekjes Sensitive 57 stuks","Baby Care","PEG-40 Hydrogenated Castor Oil",82,56,2,146,21,0.143835616438356
"Zwitsal","Billendoekjes Babydoekjes Sensitive 57 stuks","Baby Care","PEG-10 Olive Glycerides",82,40,2,146,21,0.143835616438356
"Zwitsal","Talkpoeder Talc 100 g","Baby Care","none",405,36,0,146,21,0.143835616438356
"Zwitsal","Conditioner 200 ml","Baby Care","none",117,36,0,146,21,0.143835616438356
"Zwitsal","Zinkzalf Tube 100 ml","Baby Care","PEG-22/Dodecyl Glycol Copolymer",493,51,2,146,21,0.143835616438356
"Zwitsal","Zinkzalf Tube 100 ml","Baby Care","Methoxy PEG-22/dodecyl Glycol Copolymer",493,34,2,146,21,0.143835616438356
"Zwitsal","Zeepvrije Wascreme 500 ml","Baby Care","Polyacrylate-33",481,62,2,146,21,0.143835616438356
"Zwitsal","Zeepvrije Wascreme 500 ml","Baby Care","Styrene/Acrylates Copolymer",481,99,2,146,21,0.143835616438356
"Zwitsal","Schuimbad 200 ml","Baby Care","Polyquaternium-7",321,78,4,146,21,0.143835616438356
"Zwitsal","Schuimbad 200 ml","Baby Care","Styrene/Acrylates Copolymer",321,99,4,146,21,0.143835616438356
"Zwitsal","Schuimbad 200 ml","Baby Care","PEG-18 Glyceryl Oleate/Cocoate",321,47,4,146,21,0.143835616438356
"Zwitsal","Schuimbad 200 ml","Baby Care","Trideceth-7",321,102,4,146,21,0.143835616438356
"Zwitsal","Rijke Olie 200 ml","Baby Care","none",301,36,0,146,21,0.143835616438356
"Zwitsal","Bath & Wash Cream Cars 400 ml","Baby Care","Polyacrylate-33",75,62,2,146,21,0.143835616438356
"Zwitsal","Bath & Wash Cream Cars 400 ml","Baby Care","Styrene/Acrylates Copolymer",75,99,2,146,21,0.143835616438356
"Zwitsal","Zachte Cr<U+00A8><U+00A8>me 200 ml","Baby Care","PEG-100 Stearate",470,41,4,146,21,0.143835616438356
"Zwitsal","Zachte Cr<U+00A8><U+00A8>me 200 ml","Baby Care","Polysorbate 60",470,82,4,146,21,0.143835616438356
"Zwitsal","Zachte Cr<U+00A8><U+00A8>me 200 ml","Baby Care","Carbomer",470,12,4,146,21,0.143835616438356
"Zwitsal","Zachte Cr<U+00A8><U+00A8>me 200 ml","Baby Care","Dimethicone",470,23,4,146,21,0.143835616438356
"Zwitsal","Bad & Douchecr<U+00A8><U+00A8>me Disney Prinses 400 ml","Baby Care","PEG-120 Methyl Glucose Dioleate",66,46,4,146,21,0.143835616438356
"Zwitsal","Bad & Douchecr<U+00A8><U+00A8>me Disney Prinses 400 ml","Baby Care","Polyquaternium-7",66,78,4,146,21,0.143835616438356
"Zwitsal","Bad & Douchecr<U+00A8><U+00A8>me Disney Prinses 400 ml","Baby Care","Styrene/Acrylates Copolymer",66,99,4,146,21,0.143835616438356
"Zwitsal","Bad & Douchecr<U+00A8><U+00A8>me Disney Prinses 400 ml","Baby Care","PEG-120",66,45,4,146,21,0.143835616438356
"Zwitsal","Zeepvrije Wasgel 400 ml","Baby Care","PEG-120 Methyl Glucose Dioleate",483,46,3,146,21,0.143835616438356
"Zwitsal","Zeepvrije Wasgel 400 ml","Baby Care","PEG-120",483,45,3,146,21,0.143835616438356
"Zwitsal","Shampoo 200 ml","Baby Care","PEG-120 Methyl Glucose Dioleate",349,46,3,146,21,0.143835616438356
"Zwitsal","Shampoo 200 ml","Baby Care","Polyquaternium-10",349,74,3,146,21,0.143835616438356
"Zwitsal","Shampoo 200 ml","Baby Care","PEG-120",349,45,3,146,21,0.143835616438356
"Zwitsal","Zeepvrije Wasgel Soapfree wasching Gel 200ml","Baby Care","PEG-120 Methyl Glucose Dioleate",487,46,2,146,21,0.143835616438356
"Zwitsal","Zeepvrije Wasgel Soapfree wasching Gel 200ml","Baby Care","PEG-120",487,45,2,146,21,0.143835616438356
"Zwitsal","Body Lotion 200 ml","Baby Care","PEG-30 Dipolyhydroxystearate",92,52,1,146,21,0.143835616438356
"Zwitsal","Gevoelig Huidje 2 in 1 Shampoo & Wasgel 200 ml","Baby Care","none",211,36,0,146,21,0.143835616438356
"Zwitsal","Woezel & Pip Cr<U+00A8><U+00A8>me Zeep 300 ml","Baby Care","Polyacrylate-33",467,62,2,146,21,0.143835616438356
"Zwitsal","Woezel & Pip Cr<U+00A8><U+00A8>me Zeep 300 ml","Baby Care","Styrene/Acrylates Copolymer",467,99,2,146,21,0.143835616438356
"Zwitsal","Shampoo Met Anti prik formule","Baby Care","PEG-120 Methyl Glucose Dioleate",358,46,3,146,21,0.143835616438356
"Zwitsal","Shampoo Met Anti prik formule","Baby Care","Polyquaternium-10",358,74,3,146,21,0.143835616438356
"Zwitsal","Shampoo Met Anti prik formule","Baby Care","PEG-120",358,45,3,146,21,0.143835616438356
"Zwitsal","Baby Bodylotion","Baby Care","PEG-100 Stearate",41,41,4,146,21,0.143835616438356
"Zwitsal","Baby Bodylotion","Baby Care","PEG-12 Dimethicone",41,43,4,146,21,0.143835616438356
"Zwitsal","Baby Bodylotion","Baby Care","Dimethicone",41,23,4,146,21,0.143835616438356
"Zwitsal","Mini Shampoo met anti-prik formule","Baby Care","PEG-120 Methyl Glucose Dioleate",271,46,3,146,21,0.143835616438356
"Zwitsal","Mini Shampoo met anti-prik formule","Baby Care","Polyquaternium-10",271,74,3,146,21,0.143835616438356
"Zwitsal","Mini Shampoo met anti-prik formule","Baby Care","PEG-120",271,45,3,146,21,0.143835616438356
"Zwitsal","Zachte Cr<U+00A8><U+00A8>me Baby","Baby Care","PEG-100 Stearate",471,41,3,146,21,0.143835616438356
"Zwitsal","Zachte Cr<U+00A8><U+00A8>me Baby","Baby Care","Dimethicone",471,23,3,146,21,0.143835616438356
"Zwitsal","Zachte Cr<U+00A8><U+00A8>me Baby","Baby Care","Ammonium Acryloyldimethyltaurate/VP copolymer",471,10,3,146,21,0.143835616438356
"Zwitsal","Goedemorgen Haar Lotion Baby","Baby Care","PEG-40 Hydrogenated Castor Oil",214,56,1,146,21,0.143835616438356
"Zwitsal","Badolie Baby","Baby Care","PEG-40 Sorbitan Peroleate",71,57,1,146,21,0.143835616438356
"Zwitsal","Baby Zeepvrije Wascr<U+00A8><U+00A8>me","Baby Care","Polyacrylate-33",61,62,2,146,21,0.143835616438356
"Zwitsal","Baby Zeepvrije Wascr<U+00A8><U+00A8>me","Baby Care","Styrene/Acrylates Copolymer",61,99,2,146,21,0.143835616438356
"Zwitsal","Shampoo Anti-klit","Baby Care","PEG-120 Methyl Glucose Dioleate",351,46,4,146,21,0.143835616438356
"Zwitsal","Shampoo Anti-klit","Baby Care","Polyquaternium-10",351,74,4,146,21,0.143835616438356
"Zwitsal","Shampoo Anti-klit","Baby Care","Steareth-4",351,98,4,146,21,0.143835616438356
"Zwitsal","Shampoo Anti-klit","Baby Care","PEG-120",351,45,4,146,21,0.143835616438356
"Zwitsal","Zwitsal","Baby Care","Polyacrylate-33",500,62,2,146,21,0.143835616438356
"Zwitsal","Zwitsal","Baby Care","Styrene/Acrylates Copolymer",500,99,2,146,21,0.143835616438356
"Zwitsal","Zeepvrije Wasgel","Baby Care","Polyacrylate-33",482,62,1,146,21,0.143835616438356
"Zwitsal","Wasgel zeepvrij - extra mild en zacht","Baby Care","Polyacrylate-33",461,62,1,146,21,0.143835616438356
"Zwitsal","Wasgel Baby - Hydrateert het babyhuidje","Baby Care","Polyacrylate-33",458,62,1,146,21,0.143835616438356
"Zwitsal","Creme Zeep","Baby Care","Polyacrylate-33",145,62,1,146,21,0.143835616438356
"Zwitsal","Zeepvrij Schuimbad Baby","Baby Care","Polyacrylate-33",478,62,1,146,21,0.143835616438356
"Zwitsal","Baby Zeepvrij Schuimbad","Baby Care","Polyacrylate-33",60,62,1,146,21,0.143835616438356
"Zwitsal","Baby Badschuim 400 ml","Baby Care","Polyacrylate-33",39,62,1,146,21,0.143835616438356
"Zwitsal","Zonnespray Voor Baby- en Kinderhuid SPF 50+","Baby Care","Dimethicone",498,23,2,146,21,0.143835616438356
"Zwitsal","Zonnespray Voor Baby- en Kinderhuid SPF 50+","Baby Care","Ammonium Acryloyldimethyltaurate/VP copolymer",498,10,2,146,21,0.143835616438356
"Zwitsal","Bad & Wasgel Lavendel","Baby Care","Polyacrylate-33",68,62,1,146,21,0.143835616438356
"Zwitsal","Bad & Wasgel Eucalyptus","Baby Care","Polyacrylate-33",67,62,1,146,21,0.143835616438356
"Zwitsal","Slaap Zacht Bad & Wasgel Lavendel Baby","Baby Care","Polyacrylate-33",367,62,1,146,21,0.143835616438356
"Zwitsal","Bad&Wasgel Eucalyptus","Baby Care","Polyacrylate-33",69,62,1,146,21,0.143835616438356
"Zwitsal","Huidolie","Baby Care","none",233,36,0,146,21,0.143835616438356
"Zwitsal","Baby Haargel","Baby Care","Acrylates/C10-30 Alkyl Acrylate Crosspolymer",44,5,5,146,21,0.143835616438356
"Zwitsal","Baby Haargel","Baby Care","VP/Dimethylaminoethylmethacrylate Copolymer",44,106,5,146,21,0.143835616438356
"Zwitsal","Baby Haargel","Baby Care","Isoceteth-20",44,31,5,146,21,0.143835616438356
"Zwitsal","Baby Haargel","Baby Care","CETETH-20",44,18,5,146,21,0.143835616438356
"Zwitsal","Baby Haargel","Baby Care","Ceteth-2",44,17,5,146,21,0.143835616438356
"Zwitsal","Wasgel Woezel & Pip","Baby Care","Polyacrylate-33",459,62,1,146,21,0.143835616438356
"Zwitsal","Woezel & Pip Anti-Klit Babyshampoo - Zeepvrij","Baby Care","PEG-120 Methyl Glucose Dioleate",466,46,4,146,21,0.143835616438356
"Zwitsal","Woezel & Pip Anti-Klit Babyshampoo - Zeepvrij","Baby Care","Polyquaternium-10",466,74,4,146,21,0.143835616438356
"Zwitsal","Woezel & Pip Anti-Klit Babyshampoo - Zeepvrij","Baby Care","Steareth-4",466,98,4,146,21,0.143835616438356
"Zwitsal","Woezel & Pip Anti-Klit Babyshampoo - Zeepvrij","Baby Care","PEG-120",466,45,4,146,21,0.143835616438356
"Zwitsal","Zachte Creme Pot","Baby Care","PEG-100 Stearate",473,41,3,146,21,0.143835616438356
"Zwitsal","Zachte Creme Pot","Baby Care","Dimethicone",473,23,3,146,21,0.143835616438356
"Zwitsal","Zachte Creme Pot","Baby Care","Ammonium Acryloyldimethyltaurate/VP copolymer",473,10,3,146,21,0.143835616438356
"Zwitsal","Rijke Huidolie Avocado","Baby Care","none",300,36,0,146,21,0.143835616438356
"Zwitsal","Baby Bodylotion","Baby Care","PEG-100 Stearate",41,41,4,146,21,0.143835616438356
"Zwitsal","Baby Bodylotion","Baby Care","PEG-12 Dimethicone",41,43,4,146,21,0.143835616438356
"Zwitsal","Baby Bodylotion","Baby Care","Dimethicone",41,23,4,146,21,0.143835616438356
"Zwitsal","Wasschuim","Baby Care","Polysorbate 20",463,81,1,146,21,0.143835616438356
"Zwitsal","Bodylotion Baby","Baby Care","PEG-100 Stearate",99,41,3,146,21,0.143835616438356
"Zwitsal","Bodylotion Baby","Baby Care","PEG-12 Dimethicone",99,43,3,146,21,0.143835616438356
"Zwitsal","Bodylotion Baby","Baby Care","Dimethicone",99,23,3,146,21,0.143835616438356
"Zwitsal","Baby Wasgel Mini","Baby Care","none",57,36,0,146,21,0.143835616438356
"Zwitsal","Talkpoeder Baby","Baby Care","none",404,36,0,146,21,0.143835616438356
"Zwitsal","Baby Zinkzalf Tube","Baby Care","PEG-22/Dodecyl Glycol Copolymer",63,51,1,146,21,0.143835616438356
"Zwitsal","Baby Wasgel","Baby Care","Polyacrylate-33",56,62,1,146,21,0.143835616438356
"Zwitsal","Baby Zeepvrije Wascr<U+00A8><U+00A8>me","Baby Care","Polyacrylate-33",61,62,2,146,21,0.143835616438356
"Zwitsal","Baby Zeepvrije Wascr<U+00A8><U+00A8>me","Baby Care","Styrene/Acrylates Copolymer",61,99,2,146,21,0.143835616438356
"Zwitsal","Zeepvrije Wasgel","Baby Care","Polyacrylate-33",482,62,1,146,21,0.143835616438356
"Zwitsal","Zeepvrije Wasgel","Baby Care","Polyacrylate-33",482,62,1,146,21,0.143835616438356
"Zwitsal","Zeepvrije Wasgel 400ml","Baby Care","Polyacrylate-33",484,62,1,146,21,0.143835616438356
"Zwitsal","Baby Shampoo","Baby Care","PEG-120 Methyl Glucose Dioleate",47,46,4,146,21,0.143835616438356
"Zwitsal","Baby Shampoo","Baby Care","Polyquaternium-10",47,74,4,146,21,0.143835616438356
"Zwitsal","Baby Shampoo","Baby Care","PEG-120",47,45,4,146,21,0.143835616438356
"Zwitsal","Anti-Klit Shampoo 500ml","Baby Care","PEG-12",23,42,3,146,21,0.143835616438356
"Zwitsal","Anti-Klit Shampoo 500ml","Baby Care","Steareth-4",23,98,3,146,21,0.143835616438356
"Zwitsal","Anti-Klit Shampoo 500ml","Baby Care","PEG-120",23,45,3,146,21,0.143835616438356
"Zwitsal","Baby Anti-Klit Shampoo","Baby Care","PEG-120 Methyl Glucose Dioleate",38,46,5,146,21,0.143835616438356
"Zwitsal","Baby Anti-Klit Shampoo","Baby Care","Polyquaternium-10",38,74,5,146,21,0.143835616438356
"Zwitsal","Baby Anti-Klit Shampoo","Baby Care","Steareth-4",38,98,5,146,21,0.143835616438356
"Zwitsal","Baby Anti-Klit Shampoo","Baby Care","PEG-120",38,45,5,146,21,0.143835616438356
"Zwitsal","Baby Shampoo met anti-prik formule","Baby Care","PEG-120 Methyl Glucose Dioleate",50,46,3,146,21,0.143835616438356
"Zwitsal","Baby Shampoo met anti-prik formule","Baby Care","Polyquaternium-10",50,74,3,146,21,0.143835616438356
"Zwitsal","Baby Shampoo met anti-prik formule","Baby Care","PEG-120",50,45,3,146,21,0.143835616438356
"Zwitsal","Shampoo Anti-Prik 400ml","Baby Care","PEG-120 Methyl Glucose Dioleate",352,46,3,146,21,0.143835616438356
"Zwitsal","Shampoo Anti-Prik 400ml","Baby Care","Polyquaternium-10",352,74,3,146,21,0.143835616438356
"Zwitsal","Shampoo Anti-Prik 400ml","Baby Care","PEG-120",352,45,3,146,21,0.143835616438356
"Zwitsal","Zachte Cr<U+00A8><U+00A8>me Tube","Baby Care","PEG-100 Stearate",472,41,3,146,21,0.143835616438356
"Zwitsal","Zachte Cr<U+00A8><U+00A8>me Tube","Baby Care","Dimethicone",472,23,3,146,21,0.143835616438356
"Zwitsal","Zachte Cr<U+00A8><U+00A8>me Tube","Baby Care","Ammonium Acryloyldimethyltaurate/VP copolymer",472,10,3,146,21,0.143835616438356
"Zwitsal","Babyolie","Baby Care","none",65,36,0,146,21,0.143835616438356
"Zwitsal","Bodylotion Mini","Baby Care","PEG-100 Stearate",101,41,3,146,21,0.143835616438356
"Zwitsal","Bodylotion Mini","Baby Care","PEG-12 Dimethicone",101,43,3,146,21,0.143835616438356
"Zwitsal","Bodylotion Mini","Baby Care","Dimethicone",101,23,3,146,21,0.143835616438356
"Zwitsal","Badolie Baby","Baby Care","PEG-40 Sorbitan Peroleate",71,57,1,146,21,0.143835616438356
"Zwitsal","Baby Slaap Zacht Baby Massage Olie Lavendel","Baby Care","Hydrogenated Styrene/Isoprene Copolymer",51,29,1,146,21,0.143835616438356
"Zwitsal","Woezel En Pip Badschuim Baby","Baby Care","Polyacrylate-33",468,62,1,146,21,0.143835616438356
"Zwitsal","Schuimbad","Baby Care","Polyacrylate-33",320,62,1,146,21,0.143835616438356
"Zwitsal","Wasgel Zeepvrij","Baby Care","Polyacrylate-33",460,62,1,146,21,0.143835616438356
"Zwitsal","Shampoo","Baby Care","PEG-120 Methyl Glucose Dioleate",348,46,5,146,21,0.143835616438356
"Zwitsal","Shampoo","Baby Care","Polyquaternium-10",348,74,5,146,21,0.143835616438356
"Zwitsal","Shampoo","Baby Care","PEG-120",348,45,5,146,21,0.143835616438356
"Zwitsal","Schuimbad Zeepvrij","Baby Care","Polyacrylate-33",324,62,1,146,21,0.143835616438356
"Zwitsal","Good Morning Hair Lotion Baby 200 ml","Baby Care","PEG-40 Hydrogenated Castor Oil",219,56,1,146,21,0.143835616438356
"Zwitsal","Cream sensitive skin 100 ml","Baby Care","Carbomer",142,12,1,146,21,0.143835616438356
"Zwitsal","Shampoo Mini","Baby Care","PEG-120 Methyl Glucose Dioleate",359,46,3,146,21,0.143835616438356
"Zwitsal","Shampoo Mini","Baby Care","Polyquaternium-10",359,74,3,146,21,0.143835616438356
"Zwitsal","Shampoo Mini","Baby Care","PEG-120",359,45,3,146,21,0.143835616438356
"Zwitsal","Zinkzalf","Baby Care","PEG-22/Dodecyl Glycol Copolymer",491,51,2,146,21,0.143835616438356
"Zwitsal","Zinkzalf","Baby Care","Methoxy PEG-22/dodecyl Glycol Copolymer",491,34,2,146,21,0.143835616438356
"Zwitsal","Babycr<U+00A8><U+00A8>me Extra Gevoelig Huidje 75 ml","Baby Care","Dimethicone",64,23,1,146,21,0.143835616438356
"Zwitsal","Kids Shampoo Anti-Klit Frozen 400 ml","Hair","PEG-120 Methyl Glucose Dioleate",242,46,4,48,21,0.4375
"Zwitsal","Kids Shampoo Anti-Klit Frozen 400 ml","Hair","Polyquaternium-10",242,74,4,48,21,0.4375
"Zwitsal","Kids Shampoo Anti-Klit Frozen 400 ml","Hair","Steareth-4",242,98,4,48,21,0.4375
"Zwitsal","Kids Shampoo Anti-Klit Frozen 400 ml","Hair","PEG-120",242,45,4,48,21,0.4375
"Zwitsal","Baby Cologne Fresh Floral","Baby Care","PEG-40 Hydrogenated Castor Oil",42,56,1,146,21,0.143835616438356
"Zwitsal","Deodorant Original Zacht voor de huid 100 ML","Deodorant","Cyclopentasiloxane",155,22,1,11,8,0.727272727272727
"Zwitsal","Zonnebrand Zonnecreme Factor(spf)30+","Sun Care","none",494,36,0,34,12,0.352941176470588
"Zwitsal","Body Cr<U+00A8><U+00A8>me Slaap Zacht Lavendel","Baby Care","PEG-100 Stearate",90,41,3,146,21,0.143835616438356
"Zwitsal","Body Cr<U+00A8><U+00A8>me Slaap Zacht Lavendel","Baby Care","Dimethicone",90,23,3,146,21,0.143835616438356
"Zwitsal","Body Cr<U+00A8><U+00A8>me Slaap Zacht Lavendel","Baby Care","Ammonium Acryloyldimethyltaurate/VP copolymer",90,10,3,146,21,0.143835616438356
"Zovirax","Koortslip Cr<U+00A8><U+00A8>me","Lips","none",244,36,0,17,16,0.941176470588235
"Zoeva","Cocoa Blend Eyeshadow Palette 10 Colors","Eye Makeup","Cyclopentasiloxane",115,22,5,6,2,0.333333333333333
"Zoeva","Cocoa Blend Eyeshadow Palette 10 Colors","Eye Makeup","Dimethicone",115,23,5,6,2,0.333333333333333
"Zoeva","Cocoa Blend Eyeshadow Palette 10 Colors","Eye Makeup","Nylon 12",115,38,5,6,2,0.333333333333333
"Zoeva","Cocoa Blend Eyeshadow Palette 10 Colors","Eye Makeup","Polybutene",115,65,5,6,2,0.333333333333333
"Zoeva","Cocoa Blend Eyeshadow Palette 10 Colors","Eye Makeup","Dimethiconol",115,27,5,6,2,0.333333333333333
"Zoeva","Caramel Melange Voyager Eye Palette","Eye Makeup","Cyclopentasiloxane",105,22,5,6,2,0.333333333333333
"Zoeva","Caramel Melange Voyager Eye Palette","Eye Makeup","Dimethicone",105,23,5,6,2,0.333333333333333
"Zoeva","Caramel Melange Voyager Eye Palette","Eye Makeup","Nylon 12",105,38,5,6,2,0.333333333333333
"Zoeva","Caramel Melange Voyager Eye Palette","Eye Makeup","Polybutene",105,65,5,6,2,0.333333333333333
"Zoeva","Caramel Melange Voyager Eye Palette","Eye Makeup","Dimethiconol",105,27,5,6,2,0.333333333333333
"Zoeva","Caramel Melange Eyeshadow Palette","Eye Makeup","Cyclopentasiloxane",104,22,5,6,2,0.333333333333333
"Zoeva","Caramel Melange Eyeshadow Palette","Eye Makeup","Dimethicone",104,23,5,6,2,0.333333333333333
"Zoeva","Caramel Melange Eyeshadow Palette","Eye Makeup","Nylon 12",104,38,5,6,2,0.333333333333333
"Zoeva","Caramel Melange Eyeshadow Palette","Eye Makeup","Polybutene",104,65,5,6,2,0.333333333333333
"Zoeva","Caramel Melange Eyeshadow Palette","Eye Makeup","Dimethiconol",104,27,5,6,2,0.333333333333333
"Zoeva","Eyeshadow Smoky Textured Pallete","Eye Makeup","Dimethicone",173,23,4,6,2,0.333333333333333
"Zoeva","Eyeshadow Smoky Textured Pallete","Eye Makeup","Nylon",173,37,4,6,2,0.333333333333333
"Zoeva","Eyeshadow Smoky Textured Pallete","Eye Makeup","Polybutene",173,65,4,6,2,0.333333333333333
"Zoeva","Eyeshadow Smoky Textured Pallete","Eye Makeup","Dimethiconol",173,27,4,6,2,0.333333333333333
"Zoella Beauty","Snow Balmy Lip Balms Gift Set","Lips","Synthetic Wax",373,100,2,17,16,0.941176470588235
"Zoella Beauty","Snow Balmy Lip Balms Gift Set","Lips","Polybutene",373,65,2,17,16,0.941176470588235
"Zo Skin Health","Oclipse Sunscreen + Primer SPF30 Protection 30 ml","Sun Care","Cetyl PEG/PPG-10/1 Dimethicone",287,19,8,34,12,0.352941176470588
"Zo Skin Health","Oclipse Sunscreen + Primer SPF30 Protection 30 ml","Sun Care","Cyclopentasiloxane",287,22,8,34,12,0.352941176470588
"Zo Skin Health","Oclipse Sunscreen + Primer SPF30 Protection 30 ml","Sun Care","Polymethyl Methacrylate",287,72,8,34,12,0.352941176470588
"Zo Skin Health","Oclipse Sunscreen + Primer SPF30 Protection 30 ml","Sun Care","Dimethicone Crosspolymer",287,24,8,34,12,0.352941176470588
"Zo Skin Health","Oclipse Sunscreen + Primer SPF30 Protection 30 ml","Sun Care","Dimethiconol",287,27,8,34,12,0.352941176470588
"Zo Skin Health","Oclipse Sunscreen + Primer SPF30 Protection 30 ml","Sun Care","polyglyceryl-3 polydimethylsiloxyethyl dimethicone",287,70,8,34,12,0.352941176470588
"Zo Skin Health","Oclipse Sunscreen + Primer SPF30 Protection 30 ml","Sun Care","Dimethicone/Vinyl Dimethicone Crosspolymer",287,26,8,34,12,0.352941176470588
"Zo Skin Health","Oclipse Sunscreen + Primer SPF30 Protection 30 ml","Sun Care","Phenyl Trimethicone",287,60,8,34,12,0.352941176470588
"Zo Skin Health","Daily Sheer Broad Spectrum SPF50 45 ml","Facial Care","PEG-100 Stearate",150,41,7,50,21,0.42
"Zo Skin Health","Daily Sheer Broad Spectrum SPF50 45 ml","Facial Care","Polysorbate 60",150,82,7,50,21,0.42
"Zo Skin Health","Daily Sheer Broad Spectrum SPF50 45 ml","Facial Care","Acrylates/Dimethicone Copolymer",150,6,7,50,21,0.42
"Zo Skin Health","Daily Sheer Broad Spectrum SPF50 45 ml","Facial Care","Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer",150,30,7,50,21,0.42
"Zo Skin Health","Daily Sheer Broad Spectrum SPF50 45 ml","Facial Care","Polymethyl Methacrylate",150,72,7,50,21,0.42
"Zo Skin Health","Daily Sheer Broad Spectrum SPF50 45 ml","Facial Care","Styrene/Acrylates Copolymer",150,99,7,50,21,0.42
"Zo Skin Health","Daily Sheer Broad Spectrum SPF50 45 ml","Facial Care","Caprylyl Methicone",150,11,7,50,21,0.42
"Zo Skin Health","Hydrating Cleanser 200 ml","Facial Care","PEG-100 Stearate",238,41,3,50,21,0.42
"Zo Skin Health","Hydrating Cleanser 200 ml","Facial Care","Acrylates Copolymer",238,2,3,50,21,0.42
"Zo Skin Health","Hydrating Cleanser 200 ml","Facial Care","Polyquaternium-51",238,77,3,50,21,0.42
"Zo Skin Health","Health Hydrating Creme 113 g","Facial Care","Cyclopentasiloxane",232,22,2,50,21,0.42
"Zo Skin Health","Health Hydrating Creme 113 g","Facial Care","Polymethyl Methacrylate",232,72,2,50,21,0.42
"Zo Skin Health","Brightalive Non-Retinol Skin Brightener 50 ml","Facial Care","Cyclopentasiloxane",102,22,10,50,21,0.42
"Zo Skin Health","Brightalive Non-Retinol Skin Brightener 50 ml","Facial Care","PEG-100 Stearate",102,41,10,50,21,0.42
"Zo Skin Health","Brightalive Non-Retinol Skin Brightener 50 ml","Facial Care","Polysorbate 20",102,81,10,50,21,0.42
"Zo Skin Health","Brightalive Non-Retinol Skin Brightener 50 ml","Facial Care","Polysorbate 80",102,83,10,50,21,0.42
"Zo Skin Health","Brightalive Non-Retinol Skin Brightener 50 ml","Facial Care","Acrylamide/Ammonium Acrylate Copolymer",102,1,10,50,21,0.42
"Zo Skin Health","Brightalive Non-Retinol Skin Brightener 50 ml","Facial Care","Carbomer",102,12,10,50,21,0.42
"Zo Skin Health","Brightalive Non-Retinol Skin Brightener 50 ml","Facial Care","Polyisobutene",102,71,10,50,21,0.42
"Zo Skin Health","Brightalive Non-Retinol Skin Brightener 50 ml","Facial Care","Polymethyl Methacrylate",102,72,10,50,21,0.42
"Zo Skin Health","Brightalive Non-Retinol Skin Brightener 50 ml","Facial Care","PEG-12 Dimethicone/PPG-20 Crosspolymer",102,44,10,50,21,0.42
"Zo Skin Health","Brightalive Non-Retinol Skin Brightener 50 ml","Facial Care","Caprylyl Methicone",102,11,10,50,21,0.42
"Zo Skin Health","Daily Power Defense Antioxidant 1 oz","Facial Care","Cyclohexasiloxane",148,20,5,50,21,0.42
